Order ID,Order Date,Customer Name,City,Product Name,Unit Price,Quantity,Discount (%),Subtotal,Discount Amount,Total Sales,Shipping Fee,Grand Total,Payment Method,Order Status,Platform,Customer Rating,Size,Material,Gender
ORD00008,2025-03-02 16:10:00,Arif Fauziah,Padang,Celana Chino,394000,2,0,788000,0,788000,27000,2000000,Kartu Kredit,Completed,Toko Fashion App,1,M,Katun Twill,Pria
ORD00009,2025-07-07 17:08:00,Putri Kurniawan,Samarinda,Celana Jeans,250000,2,10,500000,50000,450000,27000,1254600,Kartu Kredit,Completed,Toko Fashion App,2,XL,Stretch Denim,Pria
ORD00009,2025-07-07 17:08:00,Putri Kurniawan,Samarinda,Celana Chino,315000,1,10,315000,31500,283500,27000,1254600,Kartu Kredit,Completed,Toko Fashion App,2,XL,Twill,Pria
ORD00009,2025-07-07 17:08:00,Putri Kurniawan,Samarinda,Dress Casual,428000,1,10,428000,42800,385200,27000,1254600,Kartu Kredit,Completed,Toko Fashion App,2,XXL,Katun,Wanita
ORD00009,2025-07-07 17:08:00,Putri Kurniawan,Samarinda,Kaos Pendek,121000,1,10,121000,12100,108900,27000,1254600,Kartu Kredit,Completed,Toko Fashion App,2,M,Katun,Pria
ORD00010,2025-09-22 16:44:00,Fitri Iskandar,Semarang,Gamis,638000,1,0,638000,0,638000,24000,1531000,COD,Completed,FashionHub,4,XXL,Satin,Wanita
ORD00010,2025-09-22 16:44:00,Fitri Iskandar,Semarang,Kaos Pendek,145000,1,0,145000,0,145000,24000,1531000,COD,Completed,FashionHub,4,L,Cotton Combed,Pria
ORD00010,2025-09-22 16:44:00,Fitri Iskandar,Semarang,Dress Casual,362000,2,0,724000,0,724000,24000,1531000,COD,Completed,FashionHub,4,XL,Rayon,Wanita
ORD00011,2025-03-15 16:09:00,Yoga Nugroho,Mataram,Hijab,71000,4,0,284000,0,284000,22000,1022000,COD,Completed,FashionKita,1,L,Ceruty,Wanita
ORD00011,2025-03-15 16:09:00,Yoga Nugroho,Mataram,Celana Pendek,179000,4,0,716000,0,716000,22000,1022000,COD,Completed,FashionKita,1,M,Jersey,Pria
ORD00012,2025-11-01 16:40:00,Yani Ananda,Banda Aceh,Kemeja Casual,284000,1,0,284000,0,284000,20000,970000,COD,Returned,Toko Fashion App,3,S,Chambray,Pria
ORD00012,2025-11-01 16:40:00,Yani Ananda,Banda Aceh,Celana Chino,232000,2,0,464000,0,464000,20000,970000,COD,Returned,Toko Fashion App,3,M,Katun,Pria
ORD00012,2025-11-01 16:40:00,Yani Ananda,Banda Aceh,Kaos Pendek,101000,2,0,202000,0,202000,20000,970000,COD,Returned,Toko Fashion App,3,S,Cotton Combed,Pria
ORD00013,2025-10-14 13:26:00,Fitri Halim,Makassar,Kaos Panjang,174000,1,0,174000,0,174000,27000,1521000,COD,Completed,FashionKita,1,L,Jersey,Pria
ORD00013,2025-10-14 13:26:00,Fitri Halim,Makassar,Hoodie,233000,2,0,466000,0,466000,27000,1521000,COD,Completed,FashionKita,1,L,Polyester,Pria
ORD00013,2025-10-14 13:26:00,Fitri Halim,Makassar,Celana Pendek,150000,4,0,600000,0,600000,27000,1521000,COD,Completed,FashionKita,1,XL,Jersey,Pria
ORD00013,2025-10-14 13:26:00,Fitri Halim,Makassar,Sweater,254000,1,0,254000,0,254000,27000,1521000,COD,Completed,FashionKita,1,M,Knitted,Pria
ORD00014,2025-04-07 10:40:00,Galih Budiman,Jayapura,Jaket Bomber,267000,1,0,267000,0,267000,24000,1327000,COD,Completed,OutfitNow,1,L,Nylon,Pria
ORD00014,2025-04-07 10:40:00,Galih Budiman,Jayapura,Kaos Pendek,135000,2,0,270000,0,270000,24000,1327000,COD,Completed,OutfitNow,1,M,Jersey,Pria
ORD00014,2025-04-07 10:40:00,Galih Budiman,Jayapura,Sweater,383000,2,0,766000,0,766000,24000,1327000,COD,Completed,OutfitNow,1,XXL,Knitted,Pria
ORD00015,2025-11-15 12:53:00,Putri Puspita,Palu,Kaos Pendek,120000,2,0,240000,0,240000,17000,773000,e-Wallet,Completed,Toko Fashion App,4,L,Jersey,Pria
ORD00015,2025-11-15 12:53:00,Putri Puspita,Palu,Celana Pendek,129000,4,0,516000,0,516000,17000,773000,e-Wallet,Completed,Toko Fashion App,4,XL,Polyester,Pria
ORD00016,2025-07-23 18:00:00,Eka Rahmawati,Manokwari,Jaket Bomber,468000,2,0,936000,0,936000,24000,1610000,COD,Completed,FashionHub,3,XL,Nylon,Pria
ORD00016,2025-07-23 18:00:00,Eka Rahmawati,Manokwari,Celana Chino,335000,1,0,335000,0,335000,24000,1610000,COD,Completed,FashionHub,3,XL,Katun Twill,Pria
ORD00016,2025-07-23 18:00:00,Eka Rahmawati,Manokwari,Kemeja Formal,315000,1,0,315000,0,315000,24000,1610000,COD,Completed,FashionHub,3,L,Twill,Pria
ORD00017,2025-10-10 09:11:00,Lestari Puspita,Samarinda,Gamis,308000,2,10,616000,61600,554400,17000,704600,Kartu Kredit,Completed,StyleMart,5,XXL,Satin,Wanita
ORD00017,2025-10-10 09:11:00,Lestari Puspita,Samarinda,Kaos Pendek,148000,1,10,148000,14800,133200,17000,704600,Kartu Kredit,Completed,StyleMart,5,L,Jersey,Pria
ORD00018,2025-04-13 15:10:00,Tono Ananda,Manado,Hijab,104000,4,0,416000,0,416000,22000,1247000,Transfer Bank,Completed,FashionKita,3,L,Ceruty,Wanita
ORD00018,2025-04-13 15:10:00,Tono Ananda,Manado,Dress Formal,809000,1,0,809000,0,809000,22000,1247000,Transfer Bank,Completed,FashionKita,3,L,Satin,Wanita
ORD00019,2025-05-25 20:05:00,Qori Utami,Banda Aceh,Jaket Bomber,313000,2,0,626000,0,626000,24000,1622000,Transfer Bank,Cancelled,Toko Fashion App,1,XL,Polyester,Pria
ORD00019,2025-05-25 20:05:00,Qori Utami,Banda Aceh,Celana Chino,191000,2,0,382000,0,382000,24000,1622000,Transfer Bank,Cancelled,Toko Fashion App,1,S,Twill,Pria
ORD00019,2025-05-25 20:05:00,Qori Utami,Banda Aceh,Kemeja Casual,295000,2,0,590000,0,590000,24000,1622000,Transfer Bank,Cancelled,Toko Fashion App,1,L,Linen,Pria
ORD00020,2025-09-29 12:15:00,Bella Utami,Wamena,Rok Midi,371000,3,0,1113000,0,1113000,24000,1708000,Kartu Kredit,Completed,StyleMart,3,L,Katun,Wanita
ORD00020,2025-09-29 12:15:00,Bella Utami,Wamena,Dress Formal,385000,1,0,385000,0,385000,24000,1708000,Kartu Kredit,Completed,StyleMart,3,XXL,Silk Blend,Wanita
ORD00020,2025-09-29 12:15:00,Bella Utami,Wamena,Kemeja Casual,186000,1,0,186000,0,186000,24000,1708000,Kartu Kredit,Completed,StyleMart,3,XL,Chambray,Pria
ORD00021,2025-12-09 18:14:00,Dewi Pradipta,Bengkulu,Legging,209000,2,0,418000,0,418000,24000,1872000,Kartu Kredit,Returned,StyleMart,1,L,Polyester,Wanita
ORD00021,2025-12-09 18:14:00,Dewi Pradipta,Bengkulu,Kaos Polo,160000,2,0,320000,0,320000,24000,1872000,Kartu Kredit,Returned,StyleMart,1,XXL,Katun Pique,Pria
ORD00021,2025-12-09 18:14:00,Dewi Pradipta,Bengkulu,Jaket Denim,555000,2,0,1110000,0,1110000,24000,1872000,Kartu Kredit,Returned,StyleMart,1,L,Denim,Pria
ORD00022,2025-06-05 20:51:00,Zahra Rahmawati,Manado,Dress Casual,402000,2,0,804000,0,804000,22000,1202000,Kartu Kredit,Completed,Toko Fashion App,3,XL,Viscose,Wanita
ORD00022,2025-06-05 20:51:00,Zahra Rahmawati,Manado,Kaos Pendek,94000,4,0,376000,0,376000,22000,1202000,Kartu Kredit,Completed,Toko Fashion App,3,S,Jersey,Pria
ORD00023,2025-05-30 19:07:00,Indra Rahmawati,Pangkalpinang,Celana Chino,226000,2,0,452000,0,452000,27000,1724000,e-Wallet,Completed,OutfitNow,2,M,Katun,Pria
ORD00023,2025-05-30 19:07:00,Indra Rahmawati,Pangkalpinang,Jaket Bomber,481000,1,0,481000,0,481000,27000,1724000,e-Wallet,Completed,OutfitNow,2,XXL,Scuba,Pria
ORD00023,2025-05-30 19:07:00,Indra Rahmawati,Pangkalpinang,Celana Jeans,580000,1,0,580000,0,580000,27000,1724000,e-Wallet,Completed,OutfitNow,2,L,Stretch Denim,Pria
ORD00023,2025-05-30 19:07:00,Indra Rahmawati,Pangkalpinang,Kaos Pendek,92000,2,0,184000,0,184000,27000,1724000,e-Wallet,Completed,OutfitNow,2,L,Cotton Combed,Pria
ORD00024,2025-11-10 11:19:00,Dina Kusuma,Wamena,Kaos Pendek,95000,4,0,380000,0,380000,24000,1664000,Kartu Kredit,Completed,FashionKita,4,L,Katun,Pria
ORD00024,2025-11-10 11:19:00,Dina Kusuma,Wamena,Hoodie,372000,2,0,744000,0,744000,24000,1664000,Kartu Kredit,Completed,FashionKita,4,L,Fleece,Pria
ORD00024,2025-11-10 11:19:00,Dina Kusuma,Wamena,Hijab,129000,4,0,516000,0,516000,24000,1664000,Kartu Kredit,Completed,FashionKita,4,XXL,Polyester,Wanita
ORD00025,2025-02-26 12:52:00,Fajar Puspita,Sorong,Hijab,43000,2,0,86000,0,86000,17000,273000,Transfer Bank,Completed,StyleMart,2,M,Voal,Wanita
ORD00025,2025-02-26 12:52:00,Fajar Puspita,Sorong,Kaos Panjang,170000,1,0,170000,0,170000,17000,273000,Transfer Bank,Completed,StyleMart,2,L,Katun,Pria
ORD00026,2025-06-10 20:25:00,Indra Halim,Sorong,Kemeja Formal,211000,1,0,211000,0,211000,27000,1350000,Kartu Kredit,Returned,FashionHub,4,XL,Linen,Pria
ORD00026,2025-06-10 20:25:00,Indra Halim,Sorong,Kaos Panjang,104000,3,0,312000,0,312000,27000,1350000,Kartu Kredit,Returned,FashionHub,4,S,Jersey,Pria
ORD00026,2025-06-10 20:25:00,Indra Halim,Sorong,Kaos Pendek,144000,4,0,576000,0,576000,27000,1350000,Kartu Kredit,Returned,FashionHub,4,XL,Jersey,Pria
ORD00026,2025-06-10 20:25:00,Indra Halim,Sorong,Cardigan,224000,1,0,224000,0,224000,27000,1350000,Kartu Kredit,Returned,FashionHub,4,L,Acrylic,Wanita
ORD00027,2025-01-16 21:10:00,Citra Maulana,Wamena,Legging,178000,3,0,534000,0,534000,17000,804000,Kartu Kredit,Returned,StyleMart,3,XXL,Spandex,Wanita
ORD00027,2025-01-16 21:10:00,Citra Maulana,Wamena,Kemeja Formal,253000,1,0,253000,0,253000,17000,804000,Kartu Kredit,Returned,StyleMart,3,XL,Linen,Pria
ORD00028,2025-06-20 13:09:00,Aulia Ananda,Surabaya,Celana Chino,273000,1,0,273000,0,273000,20000,933000,Transfer Bank,Completed,FashionHub,1,XXL,Katun Twill,Pria
ORD00028,2025-06-20 13:09:00,Aulia Ananda,Surabaya,Cardigan,410000,1,0,410000,0,410000,20000,933000,Transfer Bank,Completed,FashionHub,1,L,Acrylic,Wanita
ORD00028,2025-06-20 13:09:00,Aulia Ananda,Surabaya,Kaos Pendek,115000,2,0,230000,0,230000,20000,933000,Transfer Bank,Completed,FashionHub,1,L,Cotton Combed,Pria
ORD00029,2025-08-23 14:52:00,Wahyu Fauziah,Wamena,Kaos Pendek,130000,1,0,130000,0,130000,27000,1789000,e-Wallet,Completed,StyleMart,3,L,Cotton Combed,Pria
ORD00029,2025-08-23 14:52:00,Wahyu Fauziah,Wamena,Jaket Denim,425000,2,0,850000,0,850000,27000,1789000,e-Wallet,Completed,StyleMart,3,L,Denim,Pria
ORD00029,2025-08-23 14:52:00,Wahyu Fauziah,Wamena,Gamis,329000,1,0,329000,0,329000,27000,1789000,e-Wallet,Completed,StyleMart,3,XXL,Sutra,Wanita
ORD00029,2025-08-23 14:52:00,Wahyu Fauziah,Wamena,Kaos Polo,151000,3,0,453000,0,453000,27000,1789000,e-Wallet,Completed,StyleMart,3,XL,Katun Pique,Pria
ORD00030,2025-04-17 16:20:00,Umar Setiawan,Jakarta,Jaket Denim,544000,1,0,544000,0,544000,22000,1208000,e-Wallet,Pending,Toko Fashion App,2,XL,Cotton,Pria
ORD00030,2025-04-17 16:20:00,Umar Setiawan,Jakarta,Kemeja Casual,321000,2,0,642000,0,642000,22000,1208000,e-Wallet,Pending,Toko Fashion App,2,XL,Katun,Pria
ORD00031,2025-10-04 11:29:00,Citra Syahputra,Palembang,Celana Chino,263000,1,0,263000,0,263000,24000,1039000,Transfer Bank,Completed,FashionKita,5,L,Katun,Pria
ORD00031,2025-10-04 11:29:00,Citra Syahputra,Palembang,Dress Formal,323000,1,0,323000,0,323000,24000,1039000,Transfer Bank,Completed,FashionKita,5,S,Satin,Wanita
ORD00031,2025-10-04 11:29:00,Citra Syahputra,Palembang,Sweater,429000,1,0,429000,0,429000,24000,1039000,Transfer Bank,Completed,FashionKita,5,L,Knitted,Pria
ORD00032,2025-10-03 17:59:00,Clara Iskandar,Tanjungpinang,Dress Casual,299000,2,0,598000,0,598000,24000,1393000,Transfer Bank,Completed,Toko Fashion App,5,L,Viscose,Wanita
ORD00032,2025-10-03 17:59:00,Clara Iskandar,Tanjungpinang,Hijab,47000,3,0,141000,0,141000,24000,1393000,Transfer Bank,Completed,Toko Fashion App,5,XL,Ceruty,Wanita
ORD00032,2025-10-03 17:59:00,Clara Iskandar,Tanjungpinang,Kemeja Casual,210000,3,0,630000,0,630000,24000,1393000,Transfer Bank,Completed,Toko Fashion App,5,S,Linen,Pria
ORD00033,2025-08-09 16:53:00,Rizky Ramadhani,Mataram,Dress Formal,380000,1,0,380000,0,380000,17000,943000,e-Wallet,Completed,StyleMart,4,L,Satin,Wanita
ORD00033,2025-08-09 16:53:00,Rizky Ramadhani,Mataram,Hoodie,273000,2,0,546000,0,546000,17000,943000,e-Wallet,Completed,StyleMart,4,XXL,Fleece,Pria
ORD00034,2025-05-15 09:27:00,Erna Pradipta,Banjarbaru,Kaos Pendek,110000,2,0,220000,0,220000,27000,1971000,Kartu Kredit,Completed,FashionHub,3,M,Jersey,Pria
ORD00034,2025-05-15 09:27:00,Erna Pradipta,Banjarbaru,Sweater,360000,2,0,720000,0,720000,27000,1971000,Kartu Kredit,Completed,FashionHub,3,XL,Acrylic,Pria
ORD00034,2025-05-15 09:27:00,Erna Pradipta,Banjarbaru,Jaket Bomber,380000,2,0,760000,0,760000,27000,1971000,Kartu Kredit,Completed,FashionHub,3,XL,Scuba,Pria
ORD00034,2025-05-15 09:27:00,Erna Pradipta,Banjarbaru,Hijab,61000,4,0,244000,0,244000,27000,1971000,Kartu Kredit,Completed,FashionHub,3,XL,Ceruty,Wanita
ORD00035,2025-10-12 17:28:00,Aulia Kusuma,Surabaya,Dress Formal,893000,1,0,893000,0,893000,27000,2060000,Transfer Bank,Pending,Toko Fashion App,2,XL,Silk Blend,Wanita
ORD00035,2025-10-12 17:28:00,Aulia Kusuma,Surabaya,Cardigan,193000,1,0,193000,0,193000,27000,2060000,Transfer Bank,Pending,Toko Fashion App,2,M,Wool,Wanita
ORD00035,2025-10-12 17:28:00,Aulia Kusuma,Surabaya,Kaos Polo,141000,3,0,423000,0,423000,27000,2060000,Transfer Bank,Pending,Toko Fashion App,2,M,Katun Pique,Pria
ORD00035,2025-10-12 17:28:00,Aulia Kusuma,Surabaya,Kaos Pendek,131000,4,0,524000,0,524000,27000,2060000,Transfer Bank,Pending,Toko Fashion App,2,M,Katun,Pria
ORD00036,2025-03-16 21:03:00,Rizky Puspita,Merauke,Kemeja Formal,231000,2,0,462000,0,462000,24000,2250000,Transfer Bank,Pending,Toko Fashion App,1,L,Katun Oxford,Pria
ORD00036,2025-03-16 21:03:00,Rizky Puspita,Merauke,Jaket Denim,493000,2,0,986000,0,986000,24000,2250000,Transfer Bank,Pending,Toko Fashion App,1,L,Denim,Pria
ORD00036,2025-03-16 21:03:00,Rizky Puspita,Merauke,Dress Casual,389000,2,0,778000,0,778000,24000,2250000,Transfer Bank,Pending,Toko Fashion App,1,M,Katun,Wanita
ORD00037,2025-10-18 15:21:00,Andi Setiawan,Samarinda,Dress Casual,408000,2,0,816000,0,816000,24000,2362000,COD,Completed,Toko Fashion App,1,XL,Viscose,Wanita
ORD00037,2025-10-18 15:21:00,Andi Setiawan,Samarinda,Gamis,563000,2,0,1126000,0,1126000,24000,2362000,COD,Completed,Toko Fashion App,1,L,Woolpeach,Wanita
ORD00037,2025-10-18 15:21:00,Andi Setiawan,Samarinda,Kaos Pendek,132000,3,0,396000,0,396000,24000,2362000,COD,Completed,Toko Fashion App,1,L,Jersey,Pria
ORD00038,2025-05-09 20:26:00,Galih Iskandar,Wamena,Kaos Panjang,105000,2,0,210000,0,210000,24000,1970000,Kartu Kredit,Returned,StyleMart,5,XXL,Katun,Pria
ORD00038,2025-05-09 20:26:00,Galih Iskandar,Wamena,Rok Midi,380000,3,0,1140000,0,1140000,24000,1970000,Kartu Kredit,Returned,StyleMart,5,L,Polyester,Wanita
ORD00038,2025-05-09 20:26:00,Galih Iskandar,Wamena,Hoodie,298000,2,0,596000,0,596000,24000,1970000,Kartu Kredit,Returned,StyleMart,5,S,Cotton Combed,Pria
ORD00039,2025-02-02 18:23:00,Kartika Fauziah,Jayapura,Kaos Pendek,83000,1,10,83000,8300,74700,22000,720400,COD,Completed,StyleMart,4,S,Jersey,Pria
ORD00039,2025-02-02 18:23:00,Kartika Fauziah,Jayapura,Legging,226000,1,10,226000,22600,203400,22000,720400,COD,Completed,StyleMart,4,L,Nylon,Wanita
ORD00039,2025-02-02 18:23:00,Kartika Fauziah,Jayapura,Celana Chino,205000,1,10,205000,20500,184500,22000,720400,COD,Completed,StyleMart,4,XL,Katun,Pria
ORD00039,2025-02-02 18:23:00,Kartika Fauziah,Jayapura,Jaket Denim,262000,1,10,262000,26200,235800,22000,720400,COD,Completed,StyleMart,4,S,Chambray,Pria
ORD00040,2025-04-06 15:57:00,Tono Hidayat,Medan,Jaket Denim,391000,1,0,391000,0,391000,17000,870000,e-Wallet,Cancelled,StyleMart,1,M,Chambray,Pria
ORD00040,2025-04-06 15:57:00,Tono Hidayat,Medan,Kaos Panjang,154000,3,0,462000,0,462000,17000,870000,e-Wallet,Cancelled,StyleMart,1,XL,Jersey,Pria
ORD00041,2025-11-13 15:18:00,Hana Wijaya,Pangkalpinang,Gamis,750000,2,0,1500000,0,1500000,24000,2744000,COD,Completed,FashionKita,5,XL,Sutra,Wanita
ORD00041,2025-11-13 15:18:00,Hana Wijaya,Pangkalpinang,Kaos Pendek,134000,4,0,536000,0,536000,24000,2744000,COD,Completed,FashionKita,5,M,Jersey,Pria
ORD00041,2025-11-13 15:18:00,Hana Wijaya,Pangkalpinang,Celana Chino,342000,2,0,684000,0,684000,24000,2744000,COD,Completed,FashionKita,5,L,Katun Twill,Pria
ORD00042,2025-11-23 10:36:00,Zahra Utami,Ambon,Celana Pendek,157000,3,0,471000,0,471000,27000,1733000,Kartu Kredit,Completed,FashionKita,1,S,Jersey,Pria
ORD00042,2025-11-23 10:36:00,Zahra Utami,Ambon,Hoodie,385000,1,0,385000,0,385000,27000,1733000,Kartu Kredit,Completed,FashionKita,1,S,Cotton Combed,Pria
ORD00042,2025-11-23 10:36:00,Zahra Utami,Ambon,Cardigan,291000,2,0,582000,0,582000,27000,1733000,Kartu Kredit,Completed,FashionKita,1,XL,Knitted,Wanita
ORD00042,2025-11-23 10:36:00,Zahra Utami,Ambon,Kemeja Formal,268000,1,0,268000,0,268000,27000,1733000,Kartu Kredit,Completed,FashionKita,1,XXL,Katun Oxford,Pria
ORD00043,2025-03-13 08:19:00,Clara Setiawan,Palangka Raya,Kaos Panjang,171000,1,0,171000,0,171000,27000,1817000,Kartu Kredit,Completed,OutfitNow,3,L,Cotton Combed,Pria
ORD00043,2025-03-13 08:19:00,Clara Setiawan,Palangka Raya,Blouse,287000,3,0,861000,0,861000,27000,1817000,Kartu Kredit,Completed,OutfitNow,3,XXL,Rayon,Wanita
ORD00043,2025-03-13 08:19:00,Clara Setiawan,Palangka Raya,Legging,210000,1,0,210000,0,210000,27000,1817000,Kartu Kredit,Completed,OutfitNow,3,L,Polyester,Wanita
ORD00043,2025-03-13 08:19:00,Clara Setiawan,Palangka Raya,Cardigan,274000,2,0,548000,0,548000,27000,1817000,Kartu Kredit,Completed,OutfitNow,3,XL,Wool,Wanita
ORD00044,2025-10-22 20:52:00,Yani Kusuma,Pangkalpinang,Kemeja Formal,295000,1,0,295000,0,295000,20000,731000,Transfer Bank,Cancelled,Toko Fashion App,5,S,Linen,Pria
ORD00044,2025-10-22 20:52:00,Yani Kusuma,Pangkalpinang,Legging,129000,2,0,258000,0,258000,20000,731000,Transfer Bank,Cancelled,Toko Fashion App,5,XL,Spandex,Wanita
ORD00044,2025-10-22 20:52:00,Yani Kusuma,Pangkalpinang,Kaos Pendek,79000,2,0,158000,0,158000,20000,731000,Transfer Bank,Cancelled,Toko Fashion App,5,XL,Cotton Combed,Pria
ORD00045,2025-07-08 08:52:00,Clara Iskandar,Wamena,Legging,175000,3,0,525000,0,525000,27000,2709000,e-Wallet,Completed,OutfitNow,1,XL,Spandex,Wanita
ORD00045,2025-07-08 08:52:00,Clara Iskandar,Wamena,Blouse,320000,3,0,960000,0,960000,27000,2709000,e-Wallet,Completed,OutfitNow,1,M,Rayon,Wanita
ORD00045,2025-07-08 08:52:00,Clara Iskandar,Wamena,Cardigan,313000,2,0,626000,0,626000,27000,2709000,e-Wallet,Completed,OutfitNow,1,M,Knitted,Wanita
ORD00045,2025-07-08 08:52:00,Clara Iskandar,Wamena,Dress Formal,571000,1,0,571000,0,571000,27000,2709000,e-Wallet,Completed,OutfitNow,1,L,Satin,Wanita
ORD00046,2025-07-06 17:34:00,Aulia Fauziah,Semarang,Celana Jeans,430000,1,0,430000,0,430000,27000,1941000,Transfer Bank,Completed,FashionHub,1,XXL,Denim,Pria
ORD00046,2025-07-06 17:34:00,Aulia Fauziah,Semarang,Blouse,344000,1,0,344000,0,344000,27000,1941000,Transfer Bank,Completed,FashionHub,1,M,Viscose,Wanita
ORD00046,2025-07-06 17:34:00,Aulia Fauziah,Semarang,Gamis,249000,2,0,498000,0,498000,27000,1941000,Transfer Bank,Completed,FashionHub,1,XL,Sutra,Wanita
ORD00046,2025-07-06 17:34:00,Aulia Fauziah,Semarang,Dress Casual,321000,2,0,642000,0,642000,27000,1941000,Transfer Bank,Completed,FashionHub,1,L,Katun,Wanita
ORD00047,2025-10-21 15:14:00,Aulia Utami,Jakarta,Dress Formal,864000,1,0,864000,0,864000,24000,1845000,Transfer Bank,Completed,Toko Fashion App,2,XXL,Sutra,Wanita
ORD00047,2025-10-21 15:14:00,Aulia Utami,Jakarta,Kaos Polo,189000,3,0,567000,0,567000,24000,1845000,Transfer Bank,Completed,Toko Fashion App,2,S,Polyester,Pria
ORD00047,2025-10-21 15:14:00,Aulia Utami,Jakarta,Gamis,390000,1,0,390000,0,390000,24000,1845000,Transfer Bank,Completed,Toko Fashion App,2,XL,Satin,Wanita
ORD00048,2025-11-23 11:52:00,Vina Maulana,Semarang,Kaos Polo,233000,3,0,699000,0,699000,24000,1499000,COD,Completed,FashionHub,5,XXL,Polyester,Pria
ORD00048,2025-11-23 11:52:00,Vina Maulana,Semarang,Hoodie,239000,2,0,478000,0,478000,24000,1499000,COD,Completed,FashionHub,5,XL,Cotton Combed,Pria
ORD00048,2025-11-23 11:52:00,Vina Maulana,Semarang,Blouse,149000,2,0,298000,0,298000,24000,1499000,COD,Completed,FashionHub,5,L,Satin,Wanita
ORD00049,2025-09-30 11:18:00,Citra Hidayat,Mamuju,Celana Chino,336000,1,0,336000,0,336000,17000,755000,COD,Completed,FashionKita,2,S,Katun Twill,Pria
